gene_name,gene_id,n_exons,total_count
ENSG00000255508,ENSG00000255508,22,13230
ARID3A,ENSG00000116017,28,13229
ENSG00000306718,ENSG00000306718,5,13227
LFNG,ENSG00000106003,19,13226
INO80C,ENSG00000153391,33,13225
THEM4,ENSG00000159445,18,13223
GPR68,ENSG00000119714,14,13219
LPAR6,ENSG00000139679,26,13218
ZFPM1,ENSG00000179588,18,13218
F8,ENSG00000185010,41,13215
ADCY4,ENSG00000129467,68,13214
MMAA,ENSG00000151611,38,13210
TRIM73,ENSG00000178809,19,13207
NFKBIE,ENSG00000146232,15,13204
ENSG00000255250,ENSG00000255250,38,13203
RADIL,ENSG00000157927,28,13202
CYP2D7,ENSG00000205702,24,13201
CLP1,ENSG00000172409,29,13198
ALMS1P1,ENSG00000163016,52,13189
ZNF354B,ENSG00000178338,13,13189
MAGOH,ENSG00000162385,19,13188
MYCN,ENSG00000134323,14,13182
SPEN-AS1,ENSG00000179743,90,13181
ENSG00000310586,ENSG00000310586,21,13178
ENSG00000272694,ENSG00000272694,3,13177
GPR27,ENSG00000170837,1,13174
ADAMTS9-AS1,ENSG00000241158,47,13168
RPUSD2,ENSG00000166133,12,13159
NSUN6,ENSG00000241058,27,13158
KCNK2,ENSG00000082482,28,13154
NT5C3A,ENSG00000122643,33,13147
CAV2,ENSG00000105971,49,13145
PEAR1,ENSG00000187800,48,13142
CCNJL,ENSG00000135083,43,13141
SVBP,ENSG00000177868,16,13138
TP53TG5,ENSG00000124251,13,13134
KY,ENSG00000174611,25,13126
ENSG00000308826,ENSG00000308826,2,13126
LINC01355,ENSG00000261326,10,13125
SRRM5,ENSG00000226763,4,13125
AKR1C3,ENSG00000196139,35,13114
SMIM30,ENSG00000214194,11,13113
ENSG00000273456,ENSG00000273456,5,13110
VCPKMT,ENSG00000100483,20,13110
DNM1P35,ENSG00000246877,36,13109
TIMELESS,ENSG00000111602,66,13107
RAB33A,ENSG00000134594,4,13105
ENSG00000290123,ENSG00000290123,5,13104
ENSG00000279088,ENSG00000279088,27,13096
C1QTNF6,ENSG00000133466,26,13090
ENSG00000246308,ENSG00000246308,15,13088
PRDM5,ENSG00000138738,48,13087
MRPL22,ENSG00000082515,19,13087
RUNX2,ENSG00000124813,32,13087
CHMP6,ENSG00000176108,13,13087
ENSG00000287611,ENSG00000287611,33,13086
ENSG00000231533,ENSG00000231533,22,13085
TBC1D22B,ENSG00000065491,17,13085
GAL3ST4,ENSG00000197093,19,13081
SLC22A4,ENSG00000197208,30,13079
AK9,ENSG00000155085,63,13077
PALMD,ENSG00000099260,26,13076
ISY1-RAB43,ENSG00000261796,13,13075
DNAH9,ENSG00000007174,93,13074
TMEM271,ENSG00000273238,1,13073
FMC1-LUC7L2,ENSG00000269955,11,13070
LTC4S,ENSG00000213316,25,13069
GUCY2C-AS1,ENSG00000214772,22,13065
CLEC18C,ENSG00000157335,33,13063
CABP7,ENSG00000100314,8,13061
FMNL1-DT,ENSG00000267121,29,13060
L2HGDH,ENSG00000087299,26,13058
ENSG00000284657,ENSG00000284657,40,13039
C1RL-AS1,ENSG00000205885,57,13038
SLC49A3,ENSG00000169026,37,13037
INAFM1,ENSG00000257704,3,13037
CD99P1,ENSG00000223773,176,13035
MX2,ENSG00000183486,72,13032
MAGEH1,ENSG00000187601,1,13031
ENSG00000298510,ENSG00000298510,5,13031
PRCD,ENSG00000214140,29,13029
SOX9-AS1,ENSG00000234899,73,13028
ENSG00000221857,ENSG00000221857,13,13026
ENSG00000288725,ENSG00000288725,14,13024
ENSG00000267062,ENSG00000267062,2,13018
ENSG00000254732,ENSG00000254732,13,13015
FBXL9P,ENSG00000125122,36,13015
ENSG00000310238,ENSG00000310238,6,13013
HNRNPA3P6,ENSG00000213300,1,13013
PLAAT1,ENSG00000127252,37,13004
MT-TV,ENSG00000210077,1,13004
CDH24,ENSG00000139880,19,13003
FAM161A,ENSG00000170264,21,13002
CCDC183,ENSG00000213213,30,13001
ENSG00000261786,ENSG00000261786,1,13000
CHKB-CPT1B,ENSG00000254413,38,12999
ENSG00000305186,ENSG00000305186,4,12994
CASC2,ENSG00000177640,46,12993
ZNF425,ENSG00000204947,15,12991
ENSG00000290453,ENSG00000290453,8,12991
ERLIN1,ENSG00000107566,17,12979
MANF,ENSG00000145050,12,12978
TRPV6,ENSG00000165125,34,12972
RPS3AP21,ENSG00000214784,1,12967
DET1,ENSG00000140543,40,12963
PUDP,ENSG00000130021,23,12962
DHFR2,ENSG00000178700,14,12960
GALNT9-AS1,ENSG00000256943,10,12958
TPI1P1,ENSG00000226415,1,12955
MMP25-AS1,ENSG00000261971,39,12952
CHI3L2,ENSG00000064886,48,12950
ENSG00000287908,ENSG00000287908,26,12948
PHLDB3,ENSG00000176531,40,12944
CCN3,ENSG00000136999,10,12943
TTC36-AS1,ENSG00000255435,14,12941
HLA-F-AS1,ENSG00000214922,107,12939
ENSG00000287277,ENSG00000287277,68,12938
AHI1-DT,ENSG00000231028,110,12935
ZCCHC9,ENSG00000131732,39,12932
ACYP1,ENSG00000119640,20,12931
ADAMTSL4,ENSG00000143382,43,12927
TCF7L1,ENSG00000152284,29,12924
ENSG00000261067,ENSG00000261067,19,12924
TRIB3,ENSG00000101255,35,12920
ENSG00000262049,ENSG00000262049,3,12915
PLD4,ENSG00000166428,25,12914
ENSG00000223343,ENSG00000223343,14,12903
IDNK,ENSG00000148057,20,12903
ENSG00000308733,ENSG00000308733,5,12902
ENSG00000228973,ENSG00000228973,30,12901
NEDD1,ENSG00000139350,60,12898
ENSG00000271192,ENSG00000271192,27,12895
MR1,ENSG00000153029,29,12887
RPF1,ENSG00000117133,21,12884
PYDC2-AS1,ENSG00000223812,62,12879
CEDORA,ENSG00000260788,22,12879
CPSF1P1,ENSG00000214076,1,12878
CLEC2L,ENSG00000236279,9,12877
VLDLR-AS1,ENSG00000236404,72,12876
NCAPG2,ENSG00000146918,76,12873
F8A2,ENSG00000288709,1,12873
ZBTB6,ENSG00000186130,8,12863
ENSG00000240497,ENSG00000240497,23,12855
TRIB1,ENSG00000173334,9,12853
ENSG00000306702,ENSG00000306702,2,12848
F8A3,ENSG00000277150,1,12845
PPAN-P2RY11,ENSG00000243207,16,12841
BAZ2B-AS1,ENSG00000224152,5,12840
ENSG00000278943,ENSG00000278943,1,12837
ENSG00000287737,ENSG00000287737,55,12836
MAGEF1,ENSG00000177383,1,12835
TGIF2,ENSG00000118707,38,12835
ENSG00000205236,ENSG00000205236,26,12824
LINC02649,ENSG00000215244,38,12824
ENSG00000286431,ENSG00000286431,25,12823
KIF9,ENSG00000088727,58,12818
COCH,ENSG00000100473,44,12818
MRPL58,ENSG00000167862,19,12817
ENSG00000272410,ENSG00000272410,10,12814
MAMSTR,ENSG00000176909,22,12813
SRSF12,ENSG00000154548,21,12811
TMEM223,ENSG00000168569,12,12804
NUDT1,ENSG00000106268,33,12799
FDX1,ENSG00000137714,11,12798
CFAP69,ENSG00000105792,62,12795
ENSG00000239791,ENSG00000239791,8,12793
EPCIP-AS1,ENSG00000205930,76,12790
ENSG00000275367,ENSG00000275367,1,12788
MAD2L1BP,ENSG00000124688,13,12786
PCDHB13,ENSG00000187372,1,12782
GNB3,ENSG00000111664,32,12782
MMADHC-DT,ENSG00000231969,53,12777
ENSG00000272256,ENSG00000272256,1,12772
ENSG00000299247,ENSG00000299247,5,12772
DERA,ENSG00000023697,37,12768
NFE2L1-DT,ENSG00000263412,40,12760
PCDHB5,ENSG00000113209,3,12758
ARHGAP42,ENSG00000165895,41,12746
LINC00092,ENSG00000225194,16,12744
C2,ENSG00000166278,62,12743
GRPEL2,ENSG00000164284,12,12742
GPATCH1,ENSG00000076650,34,12741
NRIP2,ENSG00000053702,12,12740
SRFBP1,ENSG00000151304,17,12738
ASB2,ENSG00000100628,72,12738
LNCOC1,ENSG00000253741,29,12728
ENSG00000293814,ENSG00000293814,2,12725
SORD2P,ENSG00000259479,46,12723
C1orf167,ENSG00000215910,39,12721
DLGAP1-AS6,ENSG00000266401,13,12719
ENHO-AS1,ENSG00000230729,5,12718
ELOA3BP,ENSG00000288607,1,12718
FHIT,ENSG00000189283,27,12715
MIR4458HG,ENSG00000247516,28,12715
CMAHP,ENSG00000168405,106,12714
PDGFA-DT,ENSG00000223855,54,12712
ENSG00000280758,ENSG00000280758,2,12708
ACOT1,ENSG00000184227,5,12707
SLC35E4,ENSG00000100036,8,12706
PRADC1,ENSG00000135617,12,12705
RPL7AP6,ENSG00000242071,1,12697
WWTR1-AS1,ENSG00000241313,9,12691
CYP4F26P,ENSG00000226562,24,12686
PCDHGB1,ENSG00000254221,5,12679
H4C11,ENSG00000197238,1,12673
FAM41C,ENSG00000230368,46,12669
GRM8,ENSG00000179603,50,12669
FEZF2,ENSG00000153266,11,12667
PYM1,ENSG00000170473,19,12665
DTWD2,ENSG00000169570,16,12664
ENSG00000287516,ENSG00000287516,48,12661
P2RY11,ENSG00000244165,4,12660
ENSG00000238035,ENSG00000238035,14,12654
ENSG00000291067,ENSG00000291067,89,12651
ELOA3P,ENSG00000288631,1,12650
ENSG00000283782,ENSG00000283782,34,12635
LINC02887,ENSG00000280279,5,12633
DUT-AS1,ENSG00000259488,7,12632
UGDH-AS1,ENSG00000249348,14,12631
ENSG00000290573,ENSG00000290573,88,12627
NOC3L,ENSG00000173145,37,12625
NAPA-AS1,ENSG00000268061,14,12621
FTLP3,ENSG00000226608,1,12619
TP53RK,ENSG00000172315,4,12617
PAQR9,ENSG00000188582,10,12616
SPAG1,ENSG00000104450,37,12616
ENSG00000260272,ENSG00000260272,3,12614
MINDY2-DT,ENSG00000245975,18,12607
PIGB,ENSG00000069943,45,12601
OS9-AS1,ENSG00000257342,2,12595
MITD1,ENSG00000158411,25,12593
ARID3B,ENSG00000179361,29,12591
ZNF430,ENSG00000118620,15,12588
ZFP57,ENSG00000204644,10,12587
PEX5L-AS2,ENSG00000244302,14,12583
UQCRHL,ENSG00000233954,2,12580
ENSG00000187186,ENSG00000187186,13,12579
DOK5,ENSG00000101134,18,12576
ENSG00000271780,ENSG00000271780,9,12574
ENSG00000273154,ENSG00000273154,17,12572
MLKL,ENSG00000168404,39,12568
PCDHGA2,ENSG00000081853,5,12563
ZGRF1,ENSG00000138658,56,12561
ZFP3,ENSG00000180787,4,12559
ENSG00000286043,ENSG00000286043,10,12557
ENSG00000308132,ENSG00000308132,8,12553
ENSG00000298000,ENSG00000298000,14,12549
PRR3,ENSG00000204576,12,12543
OLFML3,ENSG00000116774,17,12540
ENSG00000167807,ENSG00000167807,15,12538
TRAPPC6A,ENSG00000007255,16,12536
ENSG00000255680,ENSG00000255680,4,12526
CACNG5,ENSG00000075429,10,12524
GPR34,ENSG00000171659,14,12520
RBM26-AS1,ENSG00000227354,37,12518
AGAP7P,ENSG00000264204,8,12512
CSTF2,ENSG00000101811,35,12511
UBOX5,ENSG00000185019,11,12504
SAYSD1,ENSG00000112167,10,12500
GPC5,ENSG00000179399,12,12495
SOCS3-DT,ENSG00000266970,89,12495
ENSG00000295906,ENSG00000295906,10,12493
TMEM256,ENSG00000205544,10,12491
CYP2R1,ENSG00000186104,31,12480
C21orf58,ENSG00000160298,33,12479
RPL13AP20,ENSG00000234498,1,12475
GLI2,ENSG00000074047,36,12473
OLFML2A,ENSG00000185585,17,12472
FADS6,ENSG00000172782,16,12471
ENSG00000268218,ENSG00000268218,2,12464
FAM225B,ENSG00000225684,21,12459
ENSG00000300811,ENSG00000300811,8,12457
STXBP2,ENSG00000076944,64,12451
CFAP70,ENSG00000156042,47,12450
TMEM185B,ENSG00000226479,1,12445
ATP6V1G2-DDX39B,ENSG00000254870,18,12441
COL19A1,ENSG00000082293,58,12438
UBIAD1,ENSG00000120942,11,12437
HLA-DQA1,ENSG00000196735,26,12434
CFAP92,ENSG00000114656,32,12433
AOAH,ENSG00000136250,49,12421
CIMAP1B,ENSG00000177989,37,12417
ALDH1A3,ENSG00000184254,35,12414
ADAMTS18,ENSG00000140873,40,12411
ENSG00000280486,ENSG00000280486,3,12410
CEP162,ENSG00000135315,43,12405
TAL1,ENSG00000162367,18,12403
TCEA1P2,ENSG00000230409,1,12400
DNAAF10,ENSG00000243667,23,12396
PLA2G5,ENSG00000127472,80,12393
PTPRD-AS1,ENSG00000225706,9,12392
ZNF66,ENSG00000160229,12,12392
RDH5,ENSG00000135437,32,12388
ENSG00000287619,ENSG00000287619,27,12387
MED7,ENSG00000155868,9,12386
POU6F2,ENSG00000106536,31,12383
ENSG00000254873,ENSG00000254873,4,12383
PCDHB9,ENSG00000177839,5,12377
SERPINF2,ENSG00000167711,82,12362
ENSG00000240591,ENSG00000240591,6,12360
NKX2-2-AS1,ENSG00000258197,6,12357
SNRPG,ENSG00000143977,21,12356
ARL4D,ENSG00000175906,8,12348
MTERF3,ENSG00000156469,34,12346
TOX2,ENSG00000124191,23,12343
ASAH2B,ENSG00000204147,29,12340
ENSG00000289747,ENSG00000289747,1,12332
SEPHS2,ENSG00000179918,1,12327
CTXN2,ENSG00000233932,17,12326
TEAD2,ENSG00000074219,106,12323
SNHG9,ENSG00000255198,5,12320
ENSG00000287726,ENSG00000287726,49,12319
TMEM97,ENSG00000109084,13,12319
ARPC4-TTLL3,ENSG00000250151,19,12317
C5,ENSG00000106804,70,12317
INSYN2A,ENSG00000188916,13,12315
PRR4,ENSG00000111215,19,12312
DPY19L3-DT,ENSG00000267213,90,12312
LL0XNC01-250H12.3,ENSG00000281091,86,12310
ZNF229,ENSG00000278318,18,12310
GLIPR1,ENSG00000139278,12,12309
NQO1-DT,ENSG00000262136,13,12309
PHF5A,ENSG00000100410,14,12305
ENSG00000274177,ENSG00000274177,2,12296
LINC02177,ENSG00000261617,105,12293
RPS26P8,ENSG00000204652,1,12293
COMTD1,ENSG00000165644,31,12292
UBTD1,ENSG00000165886,7,12292
RPA3,ENSG00000106399,28,12284
COA3,ENSG00000183978,5,12284
ENSG00000260643,ENSG00000260643,12,12283
PCDHA11,ENSG00000249158,8,12277
ENSG00000296715,ENSG00000296715,2,12265
ABHD17AP6,ENSG00000226981,4,12265
MYL3,ENSG00000160808,83,12264
ENSG00000308015,ENSG00000308015,2,12264
IQCC,ENSG00000160051,17,12263
TSTD3,ENSG00000279170,18,12261
ADAMTS14,ENSG00000138316,29,12260
NFU1,ENSG00000169599,26,12245
PCED1B-AS1,ENSG00000247774,93,12240
ENSG00000295937,ENSG00000295937,12,12240
FAM131C,ENSG00000185519,15,12239
HELQ,ENSG00000163312,32,12237
FAIM,ENSG00000158234,29,12233
ENSG00000296372,ENSG00000296372,1,12228
LINC01301,ENSG00000251396,101,12216
GLT8D2,ENSG00000120820,51,12209
LINC02940,ENSG00000235888,44,12194
IER2-AS1,ENSG00000267598,4,12189
GEMIN6,ENSG00000152147,20,12181
FAM181A,ENSG00000140067,13,12177
MIR1282,ENSG00000221792,1,12172
FLJ16779,ENSG00000275620,1,12171
LINC01252,ENSG00000247157,26,12166
ZNF69,ENSG00000198429,16,12164
PWAR1,ENSG00000279050,1,12159
GADD45G,ENSG00000130222,11,12157
ENSG00000280893,ENSG00000280893,6,12157
AVEN,ENSG00000169857,26,12149
C8orf76,ENSG00000189376,24,12148
SNORA54,ENSG00000207008,1,12148
MINCR,ENSG00000253716,25,12147
ENSG00000288849,ENSG00000288849,14,12147
ENSG00000255126,ENSG00000255126,4,12145
ENSG00000309880,ENSG00000309880,4,12145
ZNF552,ENSG00000178935,8,12141
PTCHD4,ENSG00000244694,8,12139
RPS27P8,ENSG00000236439,1,12124
KCNG3,ENSG00000171126,4,12120
CYP4F35P,ENSG00000265787,40,12113
ENSG00000293154,ENSG00000293154,30,12111
LINC02182,ENSG00000260420,73,12108
ENSG00000306014,ENSG00000306014,4,12107
DNLZ,ENSG00000213221,7,12106
ENSG00000303230,ENSG00000303230,4,12104
ENSG00000309971,ENSG00000309971,2,12101
MPV17L2,ENSG00000254858,11,12101
ENSG00000276991,ENSG00000276991,1,12098
OXTR,ENSG00000180914,17,12097
HSCB,ENSG00000100209,26,12094
GCHFR,ENSG00000137880,13,12091
FBXW9,ENSG00000132004,28,12090
CCDC39,ENSG00000284862,46,12086
SRP9P1,ENSG00000180581,1,12086
HMGB1P10,ENSG00000213707,1,12085
ENSG00000288637,ENSG00000288637,28,12084
AGBL4,ENSG00000186094,21,12076
KIF27,ENSG00000165115,25,12074
P4HB-AS1,ENSG00000262831,2,12072
ENSG00000268120,ENSG00000268120,2,12072
TOB1-AS1,ENSG00000229980,50,12071
ENSG00000236540,ENSG00000236540,22,12070
HS6ST2,ENSG00000171004,14,12067
ENSG00000234921,ENSG00000234921,6,12067
ANKAR,ENSG00000151687,40,12065
LPIN3,ENSG00000132793,36,12063
ENSG00000305567,ENSG00000305567,12,12060
TVP23C-CDRT4,ENSG00000259024,18,12058
PCDHGB4,ENSG00000253953,5,12057
HEYL,ENSG00000163909,8,12055
ZNF441,ENSG00000197044,8,12054
ZNF559-ZNF177,ENSG00000270011,43,12052
ENSG00000297919,ENSG00000297919,8,12051
ENSG00000274272,ENSG00000274272,16,12050
ENSG00000227193,ENSG00000227193,28,12045
NMNAT1,ENSG00000173614,23,12045
DYNLT1,ENSG00000146425,10,12030
KCNQ4,ENSG00000117013,25,12026
LRRCC1,ENSG00000133739,34,12023
LMLN-AS1,ENSG00000232832,88,12019
ENSG00000269371,ENSG00000269371,2,12018
PDCL3,ENSG00000115539,17,12012
ENSG00000261732,ENSG00000261732,23,12011
EMILIN2,ENSG00000132205,23,12011
CASP10,ENSG00000003400,41,12008
ENSG00000226239,ENSG00000226239,11,12008
PTCH2,ENSG00000117425,30,12007
PSMC3IP,ENSG00000131470,25,12002
ORMDL2,ENSG00000123353,23,12000
ENSG00000267199,ENSG00000267199,6,11997
SERPINB9P1,ENSG00000230438,81,11995
ZUP1,ENSG00000153975,27,11995
ENSG00000299671,ENSG00000299671,15,11995
ENSG00000291119,ENSG00000291119,46,11993
MKX,ENSG00000150051,20,11992
ZNF836,ENSG00000196267,19,11990
CCDC138,ENSG00000163006,55,11989
TNFSF12-TNFSF13,ENSG00000248871,11,11989
PRELID2,ENSG00000186314,36,11986
VAC14-AS1,ENSG00000214353,12,11985
ENSG00000304230,ENSG00000304230,13,11984
ARSG,ENSG00000141337,26,11984
RDH14,ENSG00000240857,7,11979
B3GAT1-DT,ENSG00000255545,52,11978
ZKSCAN7-AS1,ENSG00000236869,36,11977
ENSG00000291231,ENSG00000291231,39,11975
NFKBIZ,ENSG00000144802,30,11971
PCDHB15,ENSG00000113248,3,11971
B3GALT1,ENSG00000172318,7,11970
TERC,ENSG00000270141,1,11969
ZNF527,ENSG00000189164,22,11966
ENSG00000284052,ENSG00000284052,37,11962
PPIL6,ENSG00000185250,35,11959
ENSG00000310351,ENSG00000310351,4,11959
ASIC4,ENSG00000072182,17,11956
DNA2,ENSG00000138346,53,11950
FAM210B,ENSG00000124098,5,11950
NPIPB6,ENSG00000198156,11,11946
LYVE1,ENSG00000133800,15,11940
ENSG00000295087,ENSG00000295087,62,11940
URB2,ENSG00000135763,22,11937
CHRM4,ENSG00000180720,5,11934
ZNF879,ENSG00000234284,24,11931
ENSG00000285897,ENSG00000285897,13,11931
ENSG00000297732,ENSG00000297732,17,11929
ZRANB2-DT,ENSG00000229956,104,11927
TONSL,ENSG00000160949,43,11927
LINC02298,ENSG00000257556,90,11926
ENSG00000257386,ENSG00000257386,2,11924
MRPS9-AS1,ENSG00000231851,28,11923
ZNF614,ENSG00000142556,18,11923
KCTD9,ENSG00000104756,36,11922
EEF1A1P14,ENSG00000233057,1,11919
LMCD1-AS1,ENSG00000227110,40,11917
ZNF217,ENSG00000171940,16,11917
OPRK1,ENSG00000082556,11,11913
ARL15,ENSG00000185305,14,11912
ENSG00000227218,ENSG00000227218,40,11911
ENSG00000184441,ENSG00000184441,2,11909
RBBP9,ENSG00000089050,12,11908
ENSG00000263424,ENSG00000263424,4,11904
ENSG00000270299,ENSG00000270299,3,11903
ENSG00000291131,ENSG00000291131,49,11903
TYW1B,ENSG00000277149,20,11902
PPIAP31,ENSG00000217094,1,11901
ENSG00000260917,ENSG00000260917,1,11899
SHQ1,ENSG00000144736,25,11896
JAGN1,ENSG00000171135,6,11895
ENSG00000237031,ENSG00000237031,20,11874
RWDD4,ENSG00000182552,21,11869
SMOC2,ENSG00000112562,43,11869
PABPC1L2B,ENSG00000184388,1,11866
ZNF223,ENSG00000178386,21,11858
ZP3,ENSG00000188372,18,11853
ELOA3DP,ENSG00000288616,1,11852
NABP1,ENSG00000173559,33,11844
REEP4,ENSG00000168476,27,11844
ENSG00000277855,ENSG00000277855,40,11835
SPDYE8,ENSG00000273520,8,11834
ADGRA1-AS1,ENSG00000256925,19,11830
ENSG00000280211,ENSG00000280211,1,11829
ITGAE,ENSG00000083457,54,11829
TRPC4,ENSG00000133107,30,11828
C3orf33,ENSG00000174928,24,11814
ENSG00000299543,ENSG00000299543,7,11811
ADRB1,ENSG00000043591,1,11811
PRR7-AS1,ENSG00000246334,21,11809
LINC01727,ENSG00000279082,84,11806
ENSG00000289692,ENSG00000289692,7,11804
SLC22A9,ENSG00000149742,31,11803
LINC02798,ENSG00000227082,20,11800
FZD6,ENSG00000164930,30,11797
ENSG00000255038,ENSG00000255038,13,11796
OSGIN1,ENSG00000140961,32,11795
ENSG00000278144,ENSG00000278144,1,11793
SEMA3F-AS1,ENSG00000235016,8,11791
LHFPL1,ENSG00000182508,21,11790
MECOM,ENSG00000085276,54,11782
LINC02884,ENSG00000231246,94,11781
PM20D2,ENSG00000146281,9,11781
DOCK11,ENSG00000147251,65,11777
JHY,ENSG00000109944,35,11776
ERICH2,ENSG00000204334,45,11773
IRAK3,ENSG00000090376,26,11766
ZNF620,ENSG00000177842,19,11764
CCM2L,ENSG00000101331,20,11762
UTP11,ENSG00000183520,21,11755
RPS26P6,ENSG00000212994,1,11751
ZNF773,ENSG00000152439,17,11746
IFI30,ENSG00000216490,16,11746
PRSS53,ENSG00000151006,15,11745
C11orf96,ENSG00000187479,1,11740
RBMX2,ENSG00000134597,15,11737
ENSG00000282556,ENSG00000282556,46,11736
HAMP,ENSG00000105697,9,11730
DLG5-AS1,ENSG00000233871,31,11725
BRICD5,ENSG00000182685,12,11724
IL12A-AS1,ENSG00000244040,78,11722
UBE2D3-AS1,ENSG00000246560,13,11722
HFE,ENSG00000010704,50,11718
ENSG00000290586,ENSG00000290586,64,11718
LGALSL,ENSG00000119862,17,11716
HSBP1L1,ENSG00000226742,15,11716
RN7SL608P,ENSG00000239884,1,11715
AKR1C2,ENSG00000151632,38,11712
IGDCC3,ENSG00000174498,43,11708
RASGRP4,ENSG00000171777,42,11708
ZSCAN23,ENSG00000187987,20,11706
ZNF232-AS1,ENSG00000234327,39,11706
LINC01331,ENSG00000248673,99,11705
ENSG00000239775,ENSG00000239775,4,11705
PRMT6,ENSG00000198890,6,11703
ENSG00000280143,ENSG00000280143,1,11702
ENSG00000293468,ENSG00000293468,26,11702
MSANTD7,ENSG00000284024,10,11698
ZNNT1,ENSG00000261087,1,11697
ZNF101,ENSG00000181896,19,11694
VAMP5,ENSG00000168899,9,11692
WDFY3-AS1,ENSG00000251260,3,11691
FAM174C,ENSG00000310576,12,11688
ENSG00000291065,ENSG00000291065,40,11685
TUBD1,ENSG00000108423,45,11685
ZNF233,ENSG00000159915,19,11685
ENSG00000268163,ENSG00000268163,10,11681
ERV3-1,ENSG00000213462,6,11676
ENSG00000291189,ENSG00000291189,109,11673
ENSG00000306963,ENSG00000306963,15,11671
SLC20A1-DT,ENSG00000237753,30,11667
ENSG00000285664,ENSG00000285664,37,11667
RAD51-AS1,ENSG00000245849,16,11664
ENSG00000285728,ENSG00000285728,27,11655
ENSG00000236986,ENSG00000236986,28,11654
ENSG00000286685,ENSG00000286685,42,11646
ZNF700,ENSG00000196757,8,11645
RILP,ENSG00000167705,26,11638
HCP5,ENSG00000206337,24,11637
UBE3D,ENSG00000118420,32,11636
COMMD3-BMI1,ENSG00000269897,24,11635
IGFBP6,ENSG00000167779,14,11634
ANKRD11P2,ENSG00000231686,1,11633
ZXDB,ENSG00000198455,1,11628
CRISPLD1,ENSG00000121005,36,11624
PKD1L2,ENSG00000166473,67,11621
LCIIAR,ENSG00000256802,33,11620
OXSM,ENSG00000151093,29,11612
STX11,ENSG00000135604,37,11610
TGFB1I1,ENSG00000140682,50,11608
TTLL9,ENSG00000131044,40,11608
TMLHE-AS1,ENSG00000224533,37,11607
PLCXD2,ENSG00000240891,11,11604
ARMH1,ENSG00000198520,66,11598
NT5M,ENSG00000205309,21,11596
ENSG00000278722,ENSG00000278722,2,11595
RNF32,ENSG00000105982,50,11594
ENSG00000276570,ENSG00000276570,1,11594
SLC39A13-AS1,ENSG00000255197,22,11593
SCML1,ENSG00000047634,26,11592
SLC38A11,ENSG00000169507,33,11591
PLPPR5-AS1,ENSG00000232825,22,11587
MTCO1P53,ENSG00000230916,1,11587
CRIP1,ENSG00000213145,25,11586
SPDYE14,ENSG00000286137,8,11584
EFCAB6,ENSG00000186976,52,11582
RTN4IP1,ENSG00000130347,26,11579
RAD18,ENSG00000070950,34,11578
ABCA10,ENSG00000154263,65,11578
SPDYE15,ENSG00000286014,8,11577
ZNF45-AS1,ENSG00000267191,40,11572
PARP11,ENSG00000111224,26,11570
CCR1,ENSG00000163823,11,11569
ENSG00000254536,ENSG00000254536,21,11566
SPATA2L,ENSG00000158792,10,11564
GALM,ENSG00000143891,33,11563
PCDHB6,ENSG00000113211,3,11562
ENSG00000301422,ENSG00000301422,4,11562
HHAT,ENSG00000054392,33,11560
MTLN,ENSG00000175701,13,11554
PHF21B,ENSG00000056487,35,11551
ENSG00000287917,ENSG00000287917,33,11548
NAPSB,ENSG00000131401,32,11545
VDAC2P5,ENSG00000172974,1,11536
ENSG00000280195,ENSG00000280195,3,11533
ZDHHC13,ENSG00000177054,39,11531
ANXA3,ENSG00000138772,53,11530
FAM110A,ENSG00000125898,30,11528
ENSG00000263756,ENSG00000263756,2,11527
BCL3,ENSG00000069399,27,11522
ZNF267,ENSG00000185947,17,11520
ENSG00000281741,ENSG00000281741,2,11519
CELF6-AS1,ENSG00000261460,7,11518
ZNF831,ENSG00000124203,11,11518
ENSG00000295475,ENSG00000295475,40,11515
PLK5,ENSG00000185988,36,11513
AGER,ENSG00000204305,60,11501
ENSG00000298810,ENSG00000298810,4,11501
MRPL47,ENSG00000136522,17,11499
IL15RA,ENSG00000134470,55,11498
THAP1,ENSG00000131931,14,11496
DCBLD1,ENSG00000164465,45,11494
SRRM2-AS1,ENSG00000205913,60,11494
ENSG00000289088,ENSG00000289088,4,11488
ENSG00000259948,ENSG00000259948,1,11485
OXCT1-AS1,ENSG00000248668,27,11481
CHRNB1,ENSG00000170175,29,11481
EGR4,ENSG00000135625,6,11478
ENSG00000279641,ENSG00000279641,1,11478
MRGBP,ENSG00000101189,9,11470
CYP4X1,ENSG00000186377,20,11467
GPR39,ENSG00000183840,5,11466
RASA4EP,ENSG00000241057,7,11465
PROM1,ENSG00000007062,99,11464
ZNF449,ENSG00000173275,15,11463
DES,ENSG00000175084,58,11461
AGAP10P,ENSG00000230869,7,11461
CNTNAP3C,ENSG00000283378,9,11450
GOLGA8M,ENSG00000261480,24,11450
NTAQ1,ENSG00000156795,31,11448
SNRPA1-DT,ENSG00000259172,10,11447
COL1A1,ENSG00000108821,93,11447
GAR1,ENSG00000109534,39,11446
TMEM255A,ENSG00000125355,26,11444
ENSG00000259363,ENSG00000259363,94,11437
ENSG00000260657,ENSG00000260657,13,11437
HDX,ENSG00000165259,32,11435
SRPK3,ENSG00000184343,42,11434
ENSG00000298775,ENSG00000298775,34,11433
H2AC20,ENSG00000184260,1,11432
ENSG00000257390,ENSG00000257390,25,11432
